split,index,image_id,question,answer,question_type
train,750,cl8k2u1s71gwz083231kff5yp,"What type of polyp is present, are there any abnormalities, and is there a green/black box artefact in the image?","a polyp is observed with no other abnormalities noted, and no green/black box artefact is present.",Single-Choice
train,765,clb0kvxwo92ik074y2g4365ru,What type of polyp is present and are there any anatomical landmarks visible?,"no polyp identified, z-line visible",Single-Choice
train,768,cla820gl2s3qv071udlxnflmq,Which anatomical landmark is visible in the image?,no anatomical landmarks identified,Single-Choice
train,789,clb0lbx01dpv8086u8v1y0gx3,"What procedure was performed, and are there any text elements or green/black box artifacts visible in the image?",the image is from a colonoscopy with no text or artifact interference noted.,Single-Choice
train,792,clb0kvxwj929c074yhbmvg5fy,What type of polyp is present?,no polyp identified,Single-Choice
train,794,cla820gmns613071uc7i097fu,What procedure is depicted in the image and are there any green or black box artifacts present?,image obtained during colonoscopy without evidence of green or black box artifacts,Single-Choice
train,798,clb0kvxvq912s074yewom2e6b,Which anatomical landmarks are visible in the image?,landmarks seen in central and surrounding areas,Single-Choice
train,812,clb0lbx03dpyo086u5hha095g,What procedure is depicted in the image?,evidence of colonoscopic examination,Single-Choice
train,823,cla820gm7s5dr071u1xygbumv,Which instruments are visible in the image and what anatomical landmarks can be identified?,no instruments or anatomical landmarks are visible in the image.,Single-Choice
train,824,cla820glbs46r071u1j9thrz3,What type of polyp is identified in the examination?,no polyp seen,Single-Choice
train,851,cla820glqs4uf071ua3t4a9iv,What procedure is depicted in the image?,evidence of colonoscopic examination,Single-Choice
train,852,cl8k2u1q01ecf0832eqal9442,What type of polyp is observed?,evidence of pedunculated polyp,Single-Choice
train,876,clb0lbwyadnvs086uaf5z6pig,From which type of procedure was this image obtained?,evidence of colonoscopy procedure,Single-Choice
train,896,clb0kvxw491mk074yc7d40b4s,What type of polyp is present and what procedure was used to obtain the image?,no polyp detected during gastroscopy examination,Single-Choice
train,914,cl8k2u1pt1e2j08323sseb87a,What type of polyp is observed in the examination?,characteristic of paris iia morphology,Single-Choice
train,916,cla820glgs4f3071u9cuffv0z,Which anatomical landmark is visible in the image and what type of polyp is present?,no significant anatomical landmarks or polyps identified.,Single-Choice
train,964,clb0kvxuw8ztg074y3tg1govn,What type of polyp is observed in the gastrointestinal tract?,no polyp detected,Single-Choice
train,965,clb0kvxwf924g074yes2fbldm,What type of polyp is observed?,no polyp identified,Single-Choice
train,979,cl8k2u1q51ejb0832cwyf32qe,What type of polyp is observed in the colon?,evidence of hyperplastic polyp,Single-Choice
train,987,clb0lbwzfdp3k086ue88whspt,Which medical instruments are visible in the image?,polyp snare and feeding tube present,Single-Choice
train,992,clb0kvxvv9194074yc8snefi4,What anatomical landmarks are visible in the image and is there any green/black box artefact present?,z-line is identified without evidence of green or black box artefacts,Single-Choice
train,1011,cla820gmis5sr071ufbc4913j,What procedure is depicted in the image and is there any visible instrument?,the image shows a colonoscopy with no visible instruments,Single-Choice
train,1013,cla820glvs50f071ufkhtf8we,What procedure is depicted in the image?,evidence of colonoscopy procedure,Single-Choice
train,1014,clb0lbx1ldqmg086ug5mf8g0o,"What procedure is depicted in the image, is there any text visible, and are there any instruments present?",the image shows a colonoscopy with visible text and a tube in the field of view.,Single-Choice
train,1034,clb0kvxv990bo074y3b8wb3wt,Which anatomical landmarks are visible in the image?,evidence of z-line appearance,Single-Choice
train,1042,cla820gmes5mv071uhupa23rf,Which anatomical landmarks are visible in the image?,no identifiable anatomical landmarks present,Single-Choice
train,1043,clb0kvxuy8zvo074ydu6kfsty,What type of polyp is observed in the examination?,no polypoid lesions identified,Single-Choice
train,1050,cla820gn8s6pj071u62zg5j20,What procedure is depicted in the image?,evidence of colonoscopy procedure,Single-Choice
train,1070,clb0kvxwl92d4074ycv1e51d4,Which anatomical landmark is visible in the image?,no anatomical landmark identified,Single-Choice
train,1073,cla820gmys6fj071ugumg685c,Which anatomical landmarks and instruments are visible in the image?,no identifiable anatomical landmarks or instruments were observed.,Single-Choice
train,1074,clb0kvxw391kw074ycl08cjf2,Which anatomical landmarks are visible in the image?,evidence of z-line formation,Single-Choice
train,1089,cla820glms4of071u2gl38xwr,"What type of polyp is present, is there any text visible, and what procedure was the image taken from?","no polyps observed, text visible, and image obtained during colonoscopy.",Single-Choice
train,1104,clb0kvxwd920o074yb2r9d0kk,What procedure is depicted in the image?,evidence of upper gastrointestinal endoscopy,Single-Choice
train,1115,clb0kvxvq913c074ydhcq65x2,Which anatomical landmarks are visible in the image?,presence of z-line,Single-Choice
train,1123,cla820gmos62b071ua36s3w9w,"In the image, are there any visible anatomical landmarks or instruments present?",no visible anatomical landmarks or instruments observed,Single-Choice
train,1134,clb0kvxw291j8074yd9x81f6z,What type of polyp is present and is there any text observed?,"no polyp noted, and text is present in the image",Single-Choice
train,1135,cl8k2u1pn1dwf08320ke7bzr0,What procedure is depicted in the image?,evidence of colonoscopy procedure,Single-Choice
train,1138,cl8k2u1rp1gij0832c2kw4nw3,What type of polyp is observed?,polyp with a sessile appearance,Single-Choice
train,1161,clb0kvxuq8zmw074ya45k4874,"What procedure is depicted in the image, what anatomical landmarks are visible, and is there any indication of polyp removal?",gastroscopy shows landmarks in the central and lower regions with no evidence of polyp removal.,Single-Choice
train,1181,cla820glbs45z071uceqn97vk,Which anatomical landmarks are visible in the image?,no anatomical landmarks identified,Single-Choice
train,1183,clb0kvxvr9150074y1gfae1xg,What type of polyp is present and is there any text visible?,"no polyp identified, no text observed",Single-Choice
train,1189,cla820gmgs5p3071uczbse9k3,"What type of polyp is present, are there any abnormalities in the image, and is there any text visible?","no polyp detected, evidence of ulcerative colitis, and no text present.",Single-Choice
train,1203,cla820gm4s5a7071uedgy8hov,Which anatomical landmarks are visible in the image?,no anatomical landmarks identified,Single-Choice
train,1224,clb0lbx06dq58086u2gthddzw,What procedure is depicted in the image?,evidence of colonoscopy procedure,Single-Choice
train,1239,cla820glfs4dn071ugbvrazqs,What procedure is depicted in the image and is there any visible instrument?,procedure is a colonoscopy with no instrument visible,Single-Choice
train,1242,cla820gmjs5v3071u9fltescr,What type of polyp is identified in the examination?,no polyp detected,Single-Choice
train,1258,cla820gn2s6hr071u48c9f4x3,What procedure is depicted in the image and is there evidence of polyp removal?,procedure is colonoscopy with no evidence of polyp removal,Single-Choice
train,1269,clb0lbx1mdqo8086uem7hg8v1,Which medical instruments are visible in the image?,tube visible in the gastric region,Single-Choice
train,1274,clb0lbwyadnxg086u2fpx1yxh,What procedure is depicted in the image?,evidence of colonoscopy procedure,Single-Choice
train,1298,clb0lbx07dq5k086u0fxbguet,"What procedure is shown in the image, is there text visible, and what instruments are present?",the image shows a colonoscopy with visible text and a tube in the field of view.,Single-Choice
train,1303,clb0kvxw891t4074y298eb8am,"What anatomical landmarks are visible in the center, lower-left, and upper-center of the image, and are there any abnormalities such as oesophagitis, and is there any instrument present?","anatomical landmarks are noted in the central, lower-left, and upper-central regions, with no evidence of abnormality and no instrument visible.",Single-Choice
train,1307,clb0kvxvw91a4074ye6pzeo7k,What procedure is depicted in the image and are there any identifiable anatomical landmarks?,the image shows a gastroscopy with no identifiable anatomical landmarks present.,Single-Choice
train,1316,cla820gl3s3sv071u3qhw492a,What type of polyp is present and are there any anatomical landmarks visible?,"no polyps identified, no anatomical landmarks observed",Single-Choice
train,1334,cla820gl8s41f071u1zb7hwyy,Which anatomical landmarks are visible in the image?,no anatomical landmarks identified,Single-Choice
train,1345,cla820glas45b071u1l96gd8e,What procedure is depicted in this image?,procedure performed via colonoscopy,Single-Choice
train,1347,clb0lbwyldo8s086u54ha23h7,What procedure is depicted in the image?,evidence of colonoscopic examination,Single-Choice
train,1353,clb0lbwy9dnv8086ub89u1wpe,What procedure is depicted in the image and is there any visible text?,colonoscopic visualization with identifiable text present,Single-Choice
train,1361,cla820gn7s6n3071udc5324za,Which anatomical landmark is visible in the image and is there a green/black box artefact present?,"no anatomical landmark identified, no green or black box artefact observed",Single-Choice
train,1369,cla820glas44b071ufopccjcq,"What procedure is depicted in the image, what instruments are visible, and is there any green or black box artefact present?",the image shows a colonoscopy with no visible instruments and no evidence of green or black box artefacts.,Single-Choice
train,1374,cl8k2u1s01gon0832e58lc6uz,From which procedure was this image obtained?,evidence of colonoscopy examination,Single-Choice
train,1375,cl8k2u1q31egb0832avcx7vzs,What type of colonic polyp is identified?,characteristic of paris iia classification,Single-Choice
train,1383,clb0kvxwi927w074y17xf8hvt,Which anatomical landmarks are visible in the image?,evidence of z-line formation,Single-Choice
train,1390,cla820gm8s5en071u9fhm2284,Identify the presence of any instruments or anatomical landmarks in the image.,no instruments or anatomical landmarks are visualized.,Single-Choice
train,1391,cla820gl7s3z3071u90yh7f7r,"What anatomical landmark is visible in the image, and are there any abnormalities present?","no significant anatomical landmarks identified, evidence of inflammatory changes consistent with ulcerative colitis",Single-Choice
train,1398,cla820gmps63n071ue5uwf4q5,"What is the presence or absence of polyps, artifacts, and the procedure type depicted in the gastrointestinal image?","no polyps identified, no green or black box artifacts present, and the image was obtained during a colonoscopy.",Single-Choice
train,1421,cla820gl1s3pb071u45lb0snu,What procedure is depicted in the image?,evidence of colonoscopy procedure,Single-Choice
train,1428,cla820gmws6d3071u7f54d5go,What procedure is depicted in the image?,evidence of colonoscopic examination,Single-Choice
train,1439,cla820gmhs5qv071u9bum40jl,What type of polyp is present and is there a green/black box artefact?,no polyp identified and no green or black box artefact observed,Single-Choice
train,1441,clb0kvxvs915k074y1ezpa3xh,What type of polyp is present and are there any abnormalities in the image?,no polyp observed with no evidence of mucosal abnormality,Single-Choice
train,1454,clb0kvxvq912s074yewom2e6b,Which anatomical landmarks are visible in the image?,evidence of z-line presence,Single-Choice
train,1458,cla820gljs4jv071uck7ne3gg,"Which anatomical landmarks are visible, what instruments are present, and is there evidence of polyp removal in the image?","no anatomical landmarks, instruments, or polyps are visible in the image.",Single-Choice
train,1475,cl8k2u1qe1erb08322xfmchof,From which type of procedure was this image obtained?,evidence of colonoscopy procedure,Single-Choice
train,1491,cla820glls4mb071uflw5cath,From which type of procedure was this image obtained?,evidence of colonoscopy procedure,Single-Choice
train,1492,cla820gl3s3sv071u3qhw492a,What type of polyp is present?,no polyp detected,Single-Choice
train,1502,cl8k2u1rd1fzn0832e4tkd8py,What procedure is depicted in the image?,evidence of colonoscopy procedure,Single-Choice
train,1507,clb0kvxvh90ow074y1aqo1cvx,Which anatomical landmark is visible in the image?,no identifiable anatomical landmark present,Single-Choice
train,1512,cla820gl7s3zn071u8ubx2rvn,What procedure is depicted in the image and what gastrointestinal condition is observed?,evidence of ulcerative colitis found during colonoscopy.,Single-Choice
train,1517,clb0lbwy7dnqw086u2qv9c759,What procedure is depicted in the image?,evidence of colonoscopy procedure,Single-Choice
train,1528,cla820glzs547071udexh8064,What procedure is depicted in the image and what anatomical landmarks are visible?,evidence of colonoscopy with no identifiable anatomical landmarks observed,Single-Choice
train,1530,clb0kvxv28zzs074y1xxyfl32,What type of polyp is observed in the gastrointestinal tract?,evidence of paris-type polypoid lesion,Single-Choice
train,1544,cla820gn9s6qr071u7jpp60l3,"What procedure is shown in the image, are there any polyps present, and have they been removed?",the image shows a colonoscopy with no polyps identified and no removal performed.,Single-Choice
train,1558,clb0kvxuz8zwo074y69px8gvj,What procedure was performed to obtain this image?,evidence of upper gastrointestinal endoscopy,Single-Choice
train,1575,cla820glvs507071u1r6khfwv,"Which anatomical landmark is visible in the image, and are there any green or black box artefacts present?","no anatomical landmark identified, and no green or black box artefacts observed",Single-Choice
train,1598,cl8k2u1s21gqj08320iqi6pe0,What type of polyp is present and are there any abnormalities in the image?,presence of a sessile polyp noted in the colon,Single-Choice
train,1613,clb0kvxwf924o074y2x5qaz1u,What procedure was performed to obtain this image?,gastroscopic examination performed,Single-Choice
train,1614,clb0lbwzzdprs086u3moxcnn6,From which type of procedure was this image obtained?,evidence of colonoscopic examination,Single-Choice
train,1615,cla820gn7s6nr071u0onh2amg,What type of polyp is observed in the gastrointestinal tract?,no polypoid lesions identified,Single-Choice
train,1616,clb0lbwzgdp54086u7ctzfwjd,What procedure is depicted in this image?,evidence of colonoscopic examination,Single-Choice
train,1646,cla820gmbs5jb071u783p16d5,"What procedure is shown in the image, what anatomical landmark is visible, and is there a green/black box artefact present?",image is from a colonoscopy with no anatomical landmark noted and no green or black box artefact present.,Single-Choice
train,1647,cla820gmts69b071uhpl3dyhl,Which anatomical landmarks are visible in the image?,no anatomical landmarks identified,Single-Choice
train,1657,clb0kvxvk90vc074y037obpbz,"What anatomical landmarks, artefacts, and abnormalities are visible in the image?",evidence of z-line is present with no green/black box artefact and findings consistent with oesophagitis.,Single-Choice
train,1661,cl8k2u1q11ed70832c6r9g98q,What type of polyp is observed in the colon?,evidence of pedunculated polyp,Single-Choice
train,1662,clb0kvxw791pw074y41s0a5cb,What type of polyp is identified in the gastrointestinal tract?,no polypoid lesions detected,Single-Choice
train,1672,clb0lbwzwdpoc086udppb2od3,What procedure is depicted in the image?,evidence of colonoscopy procedure,Single-Choice
train,1676,clb0kvxwk92c8074yhamh45js,What type of polyp is present?,no polyp detected,Single-Choice
train,1678,cla820glts4xb071uaie56hx1,Which anatomical landmarks are visible in the image?,evidence of cecal location,Single-Choice
train,1719,cla820glcs48v071u663z6ysx,"What procedure was performed, and are there any polyps or abnormalities present in the image?",no polyps are seen during the colonoscopy examination.,Single-Choice
train,1733,clb0lbwz4dor4086uhmzu7ldd,What procedure is depicted in this image?,evidence of colonoscopic examination,Single-Choice
train,1749,cla820gm7s5e7071u45cwfvua,"What type of polyp is present, is there any text visible, and are there any anatomical landmarks in the image?","no polyps observed, text is visible, and no anatomical landmarks are present.",Single-Choice
train,1752,clb0lbwzbdozo086u48f73cek,What type of polyp is identified in the gastrointestinal tract?,evidence of hyperplastic polyp,Single-Choice
train,1768,clb0kvxvp911w074yg2mdg20e,Which anatomical landmark is visible in the image?,located in central and upper regions,Single-Choice
train,1775,clb0kvxwa91x0074ygen2frlc,"What procedure was performed, what instruments are visible, and is there any text present in the image?",no instruments visible and no text present in the gastroscopy image.,Single-Choice
train,1779,clb0kvxvq9138074yc8b220oa,Which anatomical landmark is visible in the image?,landmark located in central and upper regions,Single-Choice
train,1781,clb0kvxvo9108074y0rbe3lm7,What procedure is depicted in the image and are there any polyps present?,evidence of a gastroscopic examination with no polyps observed,Single-Choice
train,1783,cl8k2u1qt1f8708329kw69p71,What type of polyp is identified in the examination?,evidence of paris iia polyp,Single-Choice
train,1790,cla820gljs4kv071ugpko5fhz,Which anatomical landmark is visible in the image?,no anatomical landmark identified,Single-Choice
train,1794,clb0kvxvl90w8074y800katqf,What type of polyp is observed in the gastrointestinal tract?,no polypoid lesions identified,Single-Choice
train,1819,cla820gn8s6pn071u98pkb1ku,What procedure is depicted in the image and are there any instruments visible?,no instruments are present in the image from a colonoscopy procedure.,Single-Choice
train,1822,cla820gl3s3tb071ue9wz6a16,What type of polyp is present and have all polyps been removed?,"no polyps identified, no removal required",Single-Choice
train,1827,cl8k2u1rn1gfz08329dco29e5,What type of polyp is observed?,polyp consistent with paris iia classification,Single-Choice
train,1829,clb0lbx1kdqko086u1ikfbb9x,"What procedure is depicted in the image, are there any remaining polyps, and what instruments are visible?",the image shows a colonoscopy with a tube present and no polyps noted.,Single-Choice
train,1833,cl8k2u1s61gw708328v401xnc,What procedure is depicted in this image?,evidence of colonoscopy procedure,Single-Choice
train,1839,cla820gmrs66r071u8n7g1xdn,What procedure is depicted in the image and is there any text visible?,procedure is a colonoscopy with visible text,Single-Choice
train,1843,clb0kvxw791r0074y28e02h01,What procedure is depicted in the image and what anatomical landmarks are visible?,findings are consistent with a gastroscopy showing the z-line.,Single-Choice
train,1850,cla820glis4i7071uayhe7zjh,"Which anatomical landmark is visible in the image, is there a green/black box artefact, and what type of procedure was performed?","no anatomical landmark is visible, no green/black box artefact is present, and the image was obtained during a colonoscopy.",Single-Choice
train,1863,clb0lbwzrdpi4086ucfvq8m1z,What medical instruments are visible in the image?,biopsy forceps observed in the field,Single-Choice
train,1867,clb0kvxw391l8074ybfca9fug,What type of polyp is present and is there a green/black box artefact?,no polyp noted and no green/black box artefact observed,Single-Choice
train,1878,cla820gmxs6ej071u0wzqg505,Which anatomical landmarks are visible in the image?,no anatomical landmarks identified,Single-Choice
train,1883,clb0kvxwj9290074ydfjhgnco,"What type of polyp is present, are there any instruments visible, and what procedure was the image taken from?","no polyps observed, no instruments visible, and the image is from a gastroscopy procedure.",Single-Choice
train,1887,cl8k2u1rr1gl30832apep1dr0,Which anatomical landmark is visible in the image?,no anatomical landmarks identified,Single-Choice
train,1895,clb0kvxvi90r4074yavx6d87z,Which anatomical landmarks are visible in the image?,evidence of z-line appearance,Single-Choice
train,1904,clb0kvxwa91vg074yd6s88loy,What type of polyp is present and are there any anatomical landmarks in the image?,"no polyp identified, z-line visible",Single-Choice
train,1910,clb0kvxvo9114074y2bph73w9,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction,Single-Choice
train,1912,clb0kvxvv919g074y347787wd,What type of diagnostic procedure is depicted in the image?,gastroscopic evaluation performed,Single-Choice
train,1929,clb0kvxwp92jc074ygz0h61kq,Which anatomical landmark is visible in the image?,no anatomical landmarks identified,Single-Choice
train,1931,clb0kvxvi90qs074y7agh8ilw,What procedure is depicted in the image and is there any indication of polyp removal?,gastroscopy was performed with no evidence of polyp removal,Single-Choice
train,1941,cla820glbs46z071ue1ct0nh8,What procedure is being depicted in this image?,evidence of colonoscopic examination,Single-Choice
train,1943,cl8k2u1r71fpr0832310bfric,What is the dimension of the polyp?,polyp measures 5 to 10 millimeters,Single-Choice
train,1949,cl8k2u1s41gtr08328nj66ft3,"What procedure is depicted in the image, are there any green or black box artifacts, and has every polyp been completely removed?",the image shows a colonoscopy with visible artifacts and residual polyps detected.,Single-Choice
train,1954,cla820gmls5yn071uc9dfd6zr,What procedure is depicted in the image and is there any visible instrument?,no instruments are visualized in the image.,Single-Choice
train,1964,clb0kvxuq8zmw074ya45k4874,Which anatomical landmarks are visible in the image?,visible z-line at gastroesophageal junction,Single-Choice
train,1965,clb0lbx1jdqi0086u17uyhheh,What procedure is depicted in the image and is there any text visible?,evidence of colonoscopic procedure with visible text,Single-Choice
train,1967,clb0lbx1ldqlw086u0mt19dn2,"What instruments are visible, are there any green/black box artifacts, and what type of procedure is depicted in the image?","a single tube is visible without any green or black box artifacts, and the image is from a colonoscopy procedure.",Single-Choice
train,1976,clb0kvxv59040074y5n4pbbi4,What procedure is depicted in the image and are there any visible instruments?,procedure is gastroscopy with no instruments observed,Single-Choice
train,1981,clb0kvxwo92i8074ydu20eb9z,What type of polyp is observed in the colon?,no evidence of polypoid lesions,Single-Choice
train,1997,cl8k2u1pt1e1v08321o7yh9h7,What type of polyp is observed in the colon?,hyperplastic polyp noted in rectosigmoid region,Single-Choice
train,2026,cla820glis4if071u86jxeue6,Which anatomical landmark is visible in the image?,no identifiable anatomical landmark present,Single-Choice
train,2071,clb0kvxwc91zk074y4356balc,"Which anatomical landmark is visible in the image, are there any abnormalities such as oesophagitis, and is there any text present?","no anatomical landmark is visible, evidence of oesophagitis is present, and text is visible.",Single-Choice
