split,index,image_id,question,answer,question_type
train,401,cla820gn2s6hz071u8lie4sjt,"How many instruments are present in the image, and what colors are associated with any abnormalities observed?","no instruments are visible, and the abnormality exhibits pink and red coloration.",Color
train,410,cla820glas44r071ubx640diy,"What color is the abnormality, how many polyps are present, and is there any instrument visible in the image?","no polyps are visible, and no instrument is present in the image.",Color
train,425,cla820glzs54b071uavsmcevb,"What are the colors of the abnormality, what type of procedure was performed, and how many instruments are visible in the image?","abnormalities show pink, white, and yellow discoloration, image obtained via colonoscopy, and no instruments are present.",Color
train,430,cla820glzs54r071udfzp9q0y,What colors are observed in the abnormal area?,"pink, yellow, and white lesions present",Color
train,431,cl8k2u1q01ebz0832d9l9d8ue,What colors are observed in the abnormal area?,"white, flesh-colored, and yellow lesions",Color
train,446,cla820glgs4eb071u31fa4soe,What are the colors and locations of the abnormality in the image?,"multiple red, pink, and white lesions are distributed across central and upper regions",Color
train,455,cla820gmbs5jr071u0j9f6bnj,"Where in the image are the abnormalities located, how many findings are present, and what colors are observed?","abnormalities are scattered across multiple regions including the center, upper, and lower quadrants, with one distinct finding noted, and the colors observed are pink, red, yellow, and white.",Color
train,464,cla820gmks5vr071ubza08sdw,What color is the abnormality and have all polyps been removed?,"multiple reddish-pink lesions observed, no residual polyps noted",Color
train,480,cl8k2u1qw1fdn0832a7ilfvt4,What color does the abnormal lesion appear to be?,pink-colored mucosal lesion,Color
train,486,cl8k2u1q51eir08323kcz5adj,What color and location of the abnormality are observed in the image?,white and flesh-colored lesions are noted in central and upper-central regions,Color
train,494,cla820gmds5lf071u4j065jwy,"What type of polyp is present, how many findings are visible, and what colors are associated with the abnormality?","no polyp identified, one finding observed, and multiple colors including pink, red, yellow, and white noted.",Color
train,501,clb0kvxv8909s074y3mqmbwxn,"Where are the anatomical landmarks located, what colors are the abnormalities, and are there any instruments visible in the image?","anatomical landmarks are scattered across multiple regions, abnormalities show pink, red, and white colors, and no instruments are present.",Color
train,506,clb0kvxwd9218074y4li59fz7,"What colors are observed for the abnormal areas, and what is the diagnosis indicated in the image?","pink, red, and white lesions noted; evidence of esophagitis present",Color
train,538,cla820gljs4k3071u70un91au,What color is the abnormality and where is it located in the image?,"pink and red abnormalities are scattered across multiple regions including central, upper, and lower quadrants.",Color
train,539,clb0kvxvl90w4074ye7oia0wy,"In which regions of the image are no instruments visible, where are the anatomical landmarks located, and what colors are associated with the abnormalities?","no instruments are present in the image, anatomical landmarks are located in the central, upper-right, and lower regions, and the abnormalities exhibit pink, red, and white coloration.",Color
train,556,cla820glss4wj071udhz7hr32,What colors are observed in the abnormal areas?,pink and red lesions noted,Color
train,559,cl8k2u1r41fkj08326h8dhpr8,What are the colors of the observed abnormalities?,pink and white lesions noted,Color
train,560,cl8k2u1rh1g530832bv6ddmnn,What colors are observed in the abnormal areas?,"red, pink, and orange lesions noted",Color
train,571,cl8k2u1r81fq308324z3v7fcy,"What procedure was performed, what is the size of the polyp, and what are the colors of the abnormality seen in the image?","the image is from a colonoscopy showing a polyp measuring 5 to 10 millimeters with red, pink, and yellow lesions.",Color
train,574,cla820glks4ln071u6ufy4pd9,"How many instruments are visible in the image, what colors are the abnormalities, and what type of polyp is present?","no instruments are visible, multiple abnormalities with pink and red colors are present, and no polyps are identified.",Color
train,590,clb0kvxvk90v0074yb8zoee7n,"What colors and locations are noted for the abnormality, and are there any instruments present in the image?","abnormalities are observed in multiple colors including pink, red, and white, scattered across various regions, with no instruments visible.",Color
train,591,cl8k2u1qq1f3r0832bhibea15,"What procedure is shown in the image, what color is the abnormality, and where is it located?",the image shows a colonoscopy with a red lesion located in the central and lower-central regions.,Color
train,604,clb0kvxw491m8074ydujjbfv2,"What colors are the abnormalities observed, and how many instruments are present in the image?","multiple red and pink lesions are noted, with no instruments visible",Color
train,609,clb0kvxus8zo8074y6pz410z6,"Where in the image are the anatomical landmarks located, and what are their colors?","multiple anatomical landmarks are distributed across the central and upper regions with varying colors including pink, white, and grey.",Color
train,621,clb0kvxva90cc074y4mc5gnex,"What colors are the abnormalities, is there a green/black box artefact, and are there any instruments present?","abnormalities show pink, red, and white areas with no green or black box artefact and no instruments visible",Color
train,647,cla820glhs4g7071ud1217l9u,"What procedure is depicted in the image, what colors are the abnormalities, and where are they located in the gastrointestinal tract?",the image shows findings from a colonoscopy with multiple reddish and pinkish lesions scattered throughout the central and peripheral regions of the colon.,Color
train,657,cla820glhs4hn071u98a08qev,What is the size of the polyp and what is the color of the abnormality?,no polyp detected with no visible abnormal coloration,Color
train,660,cl8k2u1qy1ffv08325zl25biv,What colors are observed in the abnormal area?,pink and white lesions noted,Color
train,686,clb0kvxw691pc074y9phlbw41,"What colors are observed in the abnormality, where is the anatomical landmark located, and is there any green or black box artifact present?","abnormalities show multiple colors including pink, red, and white, no anatomical landmark is visible, and no green or black box artifact is present.",Color
train,688,clb0kvxwq92m4074y5br05c27,"Where in the image is the anatomical landmark located, what colors are the abnormalities, and what type of procedure was performed to obtain this image?","no anatomical landmark is visible, multiple abnormalities of varying colors are present, and the image was obtained during a gastroscopy.",Color
train,705,clb0kvxvn90zc074yblda8tyx,What colors are observed in the abnormal areas?,"pink, red, and white lesions noted",Color
train,722,cl8k2u1st1gyv08322bojh2xe,What colors are observed in the abnormal area?,pink and red hues noted,Color
train,724,cla820gmrs66f071u2e0m0unl,What colors are observed for the abnormality and which anatomical landmarks are visible?,multiple reddish and pinkish lesions are present without associated landmarks,Color
train,727,cl8k2u1pn1dx3083225dq7yx3,"What is the color, number, and size of the identified gastrointestinal findings?",the abnormality shows pink and white areas with a single polyp greater than 20 millimeters in size.,Color
train,730,clb0kvxvu918c074ybus9cr35,Where in the image are the anatomical landmarks located and what colors are observed in the abnormal regions?,anatomical landmarks are noted in the central and upper regions with multiple colored abnormalities present.,Color
train,733,cl8k2u1ra1fu70832d1b6hud7,What colors are observed in the abnormal areas?,"red, pink, and yellow lesions present",Color
train,744,cla820gl0s3ob071u5z04bn3r,What colors are observed in the abnormal area?,pink and red discoloration present,Color
train,759,clb0kvxw391kw074ycl08cjf2,"Where are the anatomical landmarks located, what colors are the abnormalities, and is there any polyp remaining in the image?","anatomical landmarks are distributed across central and upper regions, abnormalities exhibit pink, red, and white hues, and no polyps are present.",Color
train,760,cla820gl9s42b071uhcii678h,What colors are observed in the abnormality and is there any text present?,multiple red and white areas noted with presence of text,Color
train,774,clb0kvxwp92k8074ybz5l790g,"What colors are observed in the abnormal areas, what procedure was performed to obtain the image, and which anatomical landmarks are visible?","multiple colored lesions including pink, red, and white are noted, the image is from a gastroscopy, and the z-line is visible.",Color
train,779,cla820gn6s6mj071ufu065dcx,What colors are observed in the abnormal areas and where is the instrument located in the image?,multiple red and white lesions are present with no visible instruments,Color
train,783,clb0kvxw491n0074yfqgf17to,"What color is the abnormality, what is the size of the polyp, and where is the instrument located in the image?","no polyp is visible, no instrument is seen, and multiple colored abnormalities are present.",Color
train,795,cla820glls4mn071u0jbea274,"Where in the image are there no anatomical landmarks or instruments, and what colors are the abnormalities present?","no anatomical landmarks or instruments are visible, and the abnormalities appear pink and red.",Color
train,803,cla820gn8s6on071u6qp05n45,What are the colors of the observed abnormalities?,"varied colors including pink, red, white, and brown",Color
train,806,cl8k2u1qq1f430832679yejq4,What is the color of the observed lesion?,red discolored lesion,Color
train,827,clb0kvxuv8zs0074yc3da22oc,What are the colors of the anatomical landmarks observed?,pink and red colored anatomical landmarks,Color
train,853,cla820gm2s587071u5rub5yy5,"What colors are observed for the abnormality, and are there any anatomical landmarks visible in the image?","abnormalities show multiple colors including pink, red, yellow, and white, with no identifiable anatomical landmarks present.",Color
train,854,clb0kvxwh926g074yg80o52lq,"What color are the abnormalities, is there any text, and is there a green or black box artefact present?","abnormalities show varied colors including pink, red, and white, text is present, and no green or black box artefact is observed.",Color
train,874,cla820gmcs5l3071uhkswgbyf,What colors are observed in the abnormal area?,pink and white areas noted,Color
train,898,cla820gl7s3zz071u3y0y2yxs,"What instruments are visible, what procedure was performed, and what colors are observed in the abnormalities?","a tube is present, the procedure was a colonoscopy, and multiple abnormalities show pink, red, and white hues.",Color
train,923,cl8k2u1s11goz08327y988ba2,What type of polyp is present and what are the colors of the abnormality?,polyp consistent with hyperplastic type observed with pink and yellow discolorations,Color
train,925,cl8k2u1re1g1b08326nmsba31,What color is the abnormality and how many polyps are visible in the image?,red and pink areas noted with a single polyp present,Color
train,950,clb0kvxwc91zc074y0q7i61jf,What color is the abnormality and how many polyps are present in the image?,multiple reddish and white-colored lesions are noted with no visible polyps,Color
train,952,cl8k2u1rf1g2n08320hdhely7,"What is the size of the polyp, what color is the abnormality, and how many instruments are visible in the image?","polyp measures 11 to 20 millimeters, abnormality shows red and pink hues, and no instruments are present.",Color
train,959,cl8k2u1ro1ghf0832fd9b288a,"How many instruments are visible, is there any text present, and what colors are associated with the abnormality?","no instruments are visible, text is present, and the abnormality shows pink and red discoloration.",Color
train,962,cla820gmcs5kz071u0oi7ffxb,What colors are observed in the abnormal area?,"pink, yellow, and white lesions noted",Color
train,963,clb0kvxwf923s074yfpch1k5u,Where in the image is the abnormality located and what colors are observed?,"abnormalities are distributed across multiple regions including central, upper, and lower areas with pink, red, and white coloration.",Color
train,966,cla820gn8s6pr071uaw0qdq4x,What are the colors of the abnormalities observed? How many distinct findings are present?,"abnormalities show varying colors including pink, red, and orange. one distinct finding is present.",Color
train,968,cl8k2u1q11ecr08329zda1wqw,"What type of polyp is present, what colors are the abnormalities, and how many polyps are visible in the image?","one sessile polyp with varied coloration including flesh, white, and red hues",Color
train,973,clb0kvxuq8zmc074ydwk1ec2r,What is the size of the polyp and what colors are the anatomical landmarks?,no polyp identified; multiple anatomical landmarks with pink and red hues,Color
train,985,clb0kvxwp92kg074y3odi6fqo,"How many polyps are present, where is the instrument located, and what are the colors of the abnormalities in the image?","no polyps detected, no instrument visible, and multiple colored abnormalities observed",Color
train,1010,clb0kvxvz91ew074yf9d37i2x,What colors are observed in the abnormal findings?,"pink, red, and white lesions present",Color
train,1022,clb0kvxwm92eo074y8zkzbkqk,"What colors are observed for the abnormalities, and are there any mucosal abnormalities present?","multiple red, pink, and white lesions are present with evidence of esophagitis",Color
train,1027,cla820glrs4ur071ufq038xj6,What color is the abnormality and where is the instrument located in the image?,multiple red and pink lesions observed without any visible instruments,Color
train,1032,cl8k2u1rg1g3b0832eilib6ip,What is the size of the polyp and what are the colors of the abnormality?,"polyp measures between 11 to 20 millimeters with red, pink, and yellow areas observed",Color
train,1037,clb0kvxvu9184074y4oh7asq9,What color is the abnormality and how many polyps are present in the image?,"lesion shows pink, red, and white areas with no visible polyps",Color
train,1040,cla820gmms607071udo435157,What colors are observed in the abnormal areas?,"pink, red, white, and brown lesions noted",Color
train,1068,cla820gl3s3rz071uct37bliv,"How many findings are present, what type of polyp is seen, and what colors are observed in the abnormality?","one finding is present, no polyp is noted, and the abnormality shows multiple colors including pink, red, yellow, and white.",Color
train,1084,cla820gmms603071u3p4l07iv,What type of polyp is present and what color is the abnormality?,no polyp identified with pink and red areas observed,Color
train,1085,clb0kvxvn90zg074y4d0admpx,What are the colors of the abnormal findings?,"pink, red, and white lesions observed",Color
train,1086,cla820gl2s3qv071udlxnflmq,"What colors are the abnormalities, is there a green/black box artefact, and what is the diagnosis for the gastrointestinal findings?","abnormalities show pink, red, and yellow discoloration with no green or black box artefact present, consistent with ulcerative colitis.",Color
train,1102,cla820gn7s6nz071ucibt4ct0,"How many polyps are visible, what colors are the abnormalities, and is there a green/black box artefact present in the image?","no polyps are seen, multiple colored abnormalities are present, and no green or black box artefact is identified.",Color
train,1107,cl8k2u1pt1e170832g25vgahp,What color is the abnormality and how many instruments are visible in the image?,multiple pink and red lesions are present with one surgical instrument visible,Color
train,1110,clb0kvxwq92ko074y51kf8bu9,"What colors are the abnormalities observed, and how many instruments are present in the image?","multiple red and white lesions noted, no instruments visualized",Color
train,1128,cl8k2u1r51fmb08325blk0aqp,What are the colors of the observed abnormalities?,"red, pink, and yellow lesions noted",Color
train,1153,cla820gmcs5kj071uhv1f8dpl,What colors are observed in the abnormal areas and is there any text present?,"multiple colored lesions including pink, red, yellow, and white with visible text",Color
train,1170,clb0kvxuy8zv4074y4ko73ya3,"Where in the image are the abnormalities located, what colors are the anatomical landmarks, and are there any signs of esophagitis?","abnormalities are scattered across multiple regions including the center, upper, and lower quadrants, with pink, red, and white anatomical landmarks present, and evidence of esophagitis observed.",Color
train,1182,cla820gmcs5kn071u46gz1t6t,What colors are observed for the abnormality and how many distinct findings are present?,"multiple lesions displaying pink, yellow, and orange discoloration are present.",Color
train,1192,cla820glis4ir071u2kjr3vd4,What color is the abnormality and where is the anatomical landmark located?,abnormalities show pink and red discoloration with no visible anatomical landmark,Color
train,1205,clb0lbwz7dous086u413h19fr,What colors are observed in the abnormal area?,"multiple colors including pink, red, and yellow",Color
train,1228,clb0kvxw191hw074ya91hab8o,"What is the color of the abnormality, are any polyps present, and have they been removed?","abnormalities show pink, red, and white discoloration with no polyps seen in the image.",Color
train,1243,cl8k2u1pu1e430832btgn5x3n,What color is the identified abnormality?,pink-tinged lesion observed,Color
train,1256,clb0kvxv39014074yhxoihk8b,"What colors are the abnormalities, what is the diagnosis, and are there any instruments present in the image?","multiple colored lesions are present, including pink, red, and white, with evidence of esophagitis and no visible instruments.",Color
train,1281,clb0kvxvc90gc074yd6aq25qk,"What color and location features are visible in the image, and what procedure was performed to obtain it?","the abnormality shows multiple colors including pink, red, and white, scattered across various regions, and the image was obtained during a gastroscopy.",Color
train,1286,cla820gmhs5rz071u2pbpd86q,"How many polyps or instruments are visible, and what are the colors of any abnormal areas in the image?","no polyps or instruments are present, and multiple colored abnormalities are observed.",Color
train,1287,cla820glis4jf071u1vl5gjhg,What color is the abnormality and what is the size of the polyp?,lesion exhibits pink and red discoloration with no visible polyp present,Color
train,1290,clb0kvxvn90yg074y14e10rex,"What color is the abnormality, what type of polyp is present, and is there a green/black box artefact?","abnormalities show varied colors including pink, red, and white, no polyps are present, and no green or black box artefacts are observed.",Color
train,1300,cla820gm1s577071u0wnkg8sk,"What color abnormalities are present, what procedure was performed, and what is the size of the polyp?","multiple colored lesions observed, images obtained via colonoscopy, no polyp detected",Color
train,1324,cla820gmys6gf071u9oicd9z0,What type of polyp is present and what colors are observed in the abnormality?,"no polyp identified with multiple red, pink, and orange lesions noted",Color
train,1355,clb0kvxv8908o074y457lcm6w,"What is the size of the polyp, what colors are the abnormalities, and are there any instruments visible in the image?","no polyp is present, multiple color variations including pink, red, and white are noted, and no instruments are visible.",Color
train,1373,cla820gm9s5g7071uay192fb7,What colors are observed in the abnormal area?,"pink, red, and white lesions noted",Color
train,1380,cla820gmps64f071uanz7g9ta,"What color is the abnormality, what is the size of the polyp, and where is the anatomical landmark located?",abnormalities show pink and red hues with no polyp identified and no anatomical landmark visible.,Color
train,1384,clb0kvxwe922s074ye8h6d2e8,"What colors are the abnormalities, what is the size of the polyp, and are there any instruments visible in the image?","no abnormalities of distinct color, no polyp identified, and no instruments present in the image.",Color
train,1392,clb0kvxwr92n0074ybqml14kc,What is the size of the polyp and what color is the abnormality?,no polyp identified with multiple color changes observed,Color
train,1424,clb0kvxwo92i8074ydu20eb9z,Which areas of the image show foreign instruments and what colors are the abnormalities observed?,"no instruments are visualized within the gastrointestinal tract, with multiple abnormal areas displaying pink, red, and white discoloration.",Color
train,1425,clb0kvxvj90u0074y1euvclot,What colors are observed in the abnormal areas?,"pink, red, and white lesions noted",Color
train,1430,clb0kvxus8zo4074y68hg66sq,What are the colors of the anatomical landmarks observed?,"multiple colors including grey, white, red, and pink",Color
train,1449,cla820gn8s6pj071u62zg5j20,How many instruments are present in the image and what are the colors of the abnormality?,no instruments are visible; multiple colored abnormalities are present,Color
train,1451,cla820gmls5yj071u9nci1ei6,What colors are observed in the abnormal area?,"pink, yellow, and white lesions noted",Color
train,1470,cl8k2u1qw1fd3083242j48a4g,"What procedure was performed, what colors are present in the abnormalities, and where are they located in the image?",findings consistent with colonoscopy showing abnormalities of multiple colors located in various regions of the image.,Color
train,1476,clb0kvxvb90f4074ye7j9g6n5,"What colors are observed in the abnormal areas, and are there any mucosal abnormalities present?",multiple red and white lesions are present with evidence of mucosal inflammation.,Color
train,1484,clb0kvxvy91cw074y0j1w010l,What are the colors of the abnormal findings?,"lesions showing pink, red, and white hues",Color
train,1499,cl8k2u1q31efj0832a7efdbm1,What color is the abnormality and how many polyps are present in the image?,red and white lesions with a single polyp observed,Color
train,1511,clb0kvxvv919o074ygefrey2p,"What are the colors and locations of the abnormalities, and how many are present in the image?","multiple lesions of pink, red, and white color are scattered across central and upper regions with two distinct findings.",Color
train,1515,clb0kvxve90jg074y814sckjn,"What color is the abnormality, what anatomical landmarks are visible, and is there a green/black box artefact present?","the abnormality shows pink and red areas, the z-line is visible, and no green/black box artefact is present.",Color
train,1523,clb0lbx1ndqpo086ubdnyd1yc,What colors are observed in the abnormal areas?,white and blue areas noted,Color
train,1524,cla820glys53r071ub64d5s10,"In which regions of the image are the anatomical landmark and abnormality located, and what colors are the abnormalities observed?","no anatomical landmark is visible, with abnormalities scattered across multiple regions and presenting as pink, yellow, and white lesions.",Color
train,1542,cl8k2u1s61gv7083246ql99yw,What colors are observed in the abnormal areas?,multiple colored lesions noted,Color
train,1560,cla820glhs4gv071uhfx8hwoo,"What color is the abnormality, are all polyps removed, and how many instruments are visible in the image?","abnormalities show pink and red areas, no polyps are present, and no instruments are visible.",Color
train,1563,clb0kvxvn90z0074y8axh9wu4,What colors are observed in the abnormal areas?,"pink, red, and white lesions identified",Color
train,1581,cla820glas44v071u6740gysk,"What color, location, and procedure is associated with the abnormality observed in the gastrointestinal image?","red, white, and pink lesions are scattered across multiple regions of the image obtained during a colonoscopy.",Color
train,1591,clb0kvxwk92bw074ydvgv9bnm,What colors are observed for the abnormality and how many distinct findings are present?,"multiple lesions with varying colors including pink, red, and white are present.",Color
train,1594,cl8k2u1qb1emb083220x33eof,"What is the size of the polyp, what colors are the abnormalities, and how many instruments are visible in the image?","the polyp measures between 5 to 10 millimeters, with red, pink, and yellow abnormalities present, and no instruments are visible.",Color
train,1600,clb0kvxvv9194074yc8snefi4,"How many findings are present, what colors are the abnormalities, and is there a green/black box artefact?","two distinct findings are observed, with abnormalities exhibiting pink, red, and white colors, and no green or black box artefact is present.",Color
train,1606,cla820glts4xv071ufq9pdvhl,How many findings are present and what is the color of the abnormality?,"one abnormal finding noted, showing pink and red discoloration",Color
train,1626,clb0kvxuu8zqg074y82szgznp,What are the colors of the anatomical landmarks observed?,pink and white colored anatomical structures,Color
train,1643,clb0kvxvp911s074y728ofk8t,"How many instruments are present, are there any anatomical landmarks, and what colors are associated with the abnormality in the image?","no instruments visualized, z-line anatomical landmark noted, and abnormality exhibits pink, red, and white hues",Color
train,1666,cla820gmzs6h3071u6g38fbxc,"What is the size of any polyp, are there any green or black box artifacts, and what are the colors of the abnormalities observed?","no polyp is present, green and black box artifacts are noted, and multiple abnormalities show pink, red, and yellow hues.",Color
train,1667,clb0kvxut8zpc074y4azq5clw,"How many polyps are present, what colors are the anatomical landmarks, and where are the abnormalities located in the image?","no polyps are identified, multiple colors including pink, red, and white are noted, and the abnormalities are distributed across central and multiple quadrants.",Color
train,1679,cla820gmns617071u4e4radys,What are the colors of the abnormal findings?,"lesions displaying pink, red, and white hues",Color
train,1684,cla820gmms5zn071u9lqc9ywi,"What are the color, procedural context, and size of the observed abnormality?","the abnormality shows pink, red, and white coloration, observed during a colonoscopy, with no significant polyp size detected.",Color
train,1692,cla820gm1s577071u0wnkg8sk,"What colors are the abnormalities observed, and is polyp removal relevant?","multiple lesions show pink, red, and white discoloration; polyp removal is not indicated",Color
train,1694,cl8k2u1rc1fyb08329am522dp,What color is the abnormality and how many findings are present?,multiple pink and brown lesions observed,Color
train,1703,clb0kvxv18zyw074yczp6gxp2,What are the colors of the observed abnormalities?,"multiple colored lesions including pink, red, and white areas",Color
train,1710,clb0kvxwo92ic074yc2sh4kkq,Where in the image are the abnormalities located and what colors are they?,"abnormalities are distributed across multiple regions including central, upper, and lower areas with pink, red, and white hues.",Color
train,1743,clb0kvxuq8zmg074y7owh9m4b,What color is the abnormality and how many instruments are present in the image?,"multiple colored lesions including pink, red, and white are present with no visible instruments.",Color
train,1746,cl8k2u1rb1fw30832b9yqeszy,"What is the size, color, and location of the polyp seen in the image?","polyp measures 11 to 20 millimeters with red and pink areas located in the central, center-left, and lower-left regions.",Color
train,1748,cla820gn2s6hf071ufso11lvs,What colors are observed for the abnormality and is there a green/black box artefact present?,"multiple colored lesions including pink, red, white, and brown are present along with a green/black box artefact",Color
train,1754,clb0kvxwe922g074y9nle6mc0,What is the size of the polyp and what colors are observed in the abnormality?,no polyp identified with multiple colored lesions present,Color
train,1765,cla820gn3s6in071u7joec7ds,"Which anatomical landmarks, if any, are visible in the image, what colors are any abnormalities present, and is there any instrument seen?","no anatomical landmarks or instruments are visible, and multiple colors including pink, red, and white are observed.",Color
train,1788,clb0kvxwp92k4074y1njah4bz,What colors are observed in the abnormal areas and are there any instruments visible in the image?,"multiple colored lesions noted including pink, red, and white; no instruments observed",Color
train,1816,clb0kvxwm92fk074yh5vrcfyh,What colors are observed in the abnormal areas and where is the instrument located in the image?,multiple red and white lesions are present without any visible instruments,Color
train,1849,clb0kvxur8znk074y132ne8r9,What is the color of the anatomical structure observed?,pink hue noted in the anatomical landmark,Color
train,1851,clb0kvxw491mw074ydtuf6e1n,"What type of polyp is present, what procedure was performed to obtain the image, and what colors are observed in the abnormality?","no polyp identified, image obtained via gastroscopy, and multiple colored lesions including pink, red, and white noted",Color
train,1858,clb0kvxwe922s074ye8h6d2e8,What color is the abnormality and is there any text present?,"multiple colors including pink, red, and white are noted. text is present.",Color
train,1864,cla820gmcs5kf071uct5r5v2n,What color(s) are the abnormal areas visible? Are there any anatomical landmarks present?,multiple hyperemic and pale lesions observed; no distinct anatomical landmarks identified,Color
train,1865,cl8k2u1r41fkf08322tz82tfy,What type of polyp is present and what is the color of the abnormality?,evidence of paris-type polyp with areas of pink and white discoloration,Color
train,1870,clb0kvxvz91fo074y60w48iy2,"What is the size of any polyp, what anatomical landmarks are visible, and what colors are associated with the abnormality?","no polyp is present, z-line is visible, and the abnormality shows pink, red, and white areas.",Color
train,1871,clb0kvxvl90wo074yffkc7fup,What colors are observed in the abnormal areas?,"pink, red, and white lesions present",Color
train,1881,cla820gn5s6lb071ugv6jabuo,"What color are the abnormalities, where are the instruments located, and is there a green/black box artefact present?","brown and red lesions are noted, no instruments are visible, and no green or black box artefacts are present.",Color
train,1897,cla820gmvs6bf071uano0717m,What type of polyp is present and what colors are observed in the abnormal areas?,no polyp identified with multiple colored lesions noted,Color
train,1900,cla820gl3s3sb071uhkrfhgt7,Where in the image is the instrument and what colors are present in the abnormality?,"no instrument is visible in the image. multiple colors including pink, red, and white are present in the abnormal area.",Color
